Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Sub_metering_4
02/01/2026,12:23:00,0.858,0.158,231.96,4.08,3.2,0,3.12,7.98
02/01/2026,12:24:00,2.392,0.346,244.64,9.84,0,0,7.97,31.89
02/01/2026,12:25:00,0.472,0.043,239.8,1.84,0,0,6.61,1.26
02/01/2026,12:26:00,1.674,0.381,241.02,6.94,14.41,0,8.86,4.63
02/01/2026,12:27:00,1.3,0.241,236.81,5.42,0,0,6.48,15.19
02/01/2026,12:28:00,0.776,0.065,241.58,3.52,0,0,0.5,12.42
02/01/2026,12:29:00,0.83,0.159,238.88,3.66,0,5.56,2.08,6.2
02/01/2026,12:30:00,1.289,0.256,236.42,5.54,0,0,16.87,4.61
02/01/2026,12:31:00,0.11,0.025,236.38,0.81,0,0,1.52,0.32
02/01/2026,12:32:00,2.681,0.254,236.32,11.14,0,6.55,3.83,34.3
02/01/2026,12:33:00,0.612,0.152,241.14,2.69,0,0,2.65,7.55
02/01/2026,12:34:00,1.09,0.088,238.09,4.69,0,0,0.54,17.62
02/01/2026,12:35:00,4.662,0.793,235.08,19.79,0,0,1.2,76.5
02/01/2026,12:36:00,2.718,0.493,241.11,11.23,4.21,0,2.03,39.06
02/01/2026,12:37:00,0.375,0.05,233.48,1.79,1.58,0,3.73,0.94
02/01/2026,12:38:00,2.183,0.316,243.99,9.12,0,0,12.45,23.92
02/01/2026,12:39:00,1.132,0.258,245.96,4.32,0,0,4.35,14.52
02/01/2026,12:40:00,1.683,0.301,236.06,7.49,15.31,0.12,6.33,6.28
02/01/2026,12:41:00,2.646,0.395,243.16,11.11,0,0,3.33,40.77
02/01/2026,12:42:00,2.99,0.226,241.05,12.35,0.34,0,12.24,37.24
02/01/2026,12:43:00,0.928,0.048,238.5,3.73,0,0,6.52,8.95
02/01/2026,12:44:00,1.269,0.095,238.64,5.54,4.35,0,0.57,16.23
02/01/2026,12:45:00,1.974,0.476,241.96,8.26,0,0,3.89,29.01
02/01/2026,12:46:00,2.085,0.423,239.88,8.84,0,0,10.53,24.22
02/01/2026,12:47:00,1.668,0.406,232.22,7.3,7.04,0,7.94,12.82
02/01/2026,12:48:00,4.279,0.245,246.22,17.62,1.6,0,14.14,55.58
02/01/2026,12:49:00,2.066,0.384,241.3,8.73,0,6.39,1.55,26.49
02/01/2026,12:50:00,2.614,0.154,239.84,10.79,8.03,5.54,22.68,7.32
02/01/2026,12:51:00,1.794,0.37,237.84,7.42,0,0,2.01,27.89
02/01/2026,12:52:00,0.468,0.059,239.43,2.03,0,0,0.31,7.49
02/01/2026,12:53:00,0.729,0.05,243.81,3.45,0,0,4.11,8.05
02/01/2026,12:54:00,0.355,0.058,240.78,1.44,0,0.57,0.7,4.65
02/01/2026,12:55:00,3.259,0.345,241.13,13.59,5.62,0,6.86,41.83
02/01/2026,12:56:00,0.203,0.037,236.25,1.04,0,0,13.85,0
02/01/2026,12:57:00,1.22,0.222,238.95,5.02,0,0,15.26,5.08
02/01/2026,12:58:00,0.98,0.187,240.15,4.24,0,0,5.6,10.73
02/01/2026,12:59:00,0.955,0.237,242.09,3.95,0,11.19,4.6,0.12
02/01/2026,13:00:00,1.04,0.132,238.75,4.61,0,0,30.69,0
02/01/2026,13:01:00,4.898,0.701,242.78,19.98,0,0,5.2,76.43
02/01/2026,13:02:00,0.097,0.02,236.57,0.87,6.64,0,15.74,0
02/01/2026,13:03:00,3.88,0.643,240.21,16.09,0,0,14.9,49.76
02/01/2026,13:04:00,1.129,0.065,239.71,4.81,0,0,2.05,16.76
02/01/2026,13:05:00,2.836,0.62,235.45,12.05,0,4.78,0.08,42.4
02/01/2026,13:06:00,1.506,0.091,239.86,6.06,0,3.28,3.47,18.35
02/01/2026,13:07:00,0.404,0.034,238.25,1.86,0,6.33,11.86,0
02/01/2026,13:08:00,4.166,0.293,244.24,17.01,0,0,10.85,58.59
02/01/2026,13:09:00,3.688,0.242,238.77,15.55,0,0,5.55,55.91
02/01/2026,13:10:00,0.443,0.024,241.05,1.68,9.1,0,1.02,0
02/01/2026,13:11:00,2.322,0.142,236.31,9.78,0,0,0.68,38.02
02/01/2026,13:12:00,0.766,0.106,240.71,3.12,0.61,0,18.56,0
02/01/2026,13:13:00,0.217,0.022,238.75,1.02,0,0,3.28,0.33
02/01/2026,13:14:00,0.614,0.046,237.67,2.64,0,0.99,6.27,2.97
02/01/2026,13:15:00,3.983,0.724,248.5,15.99,0,0,14.18,52.2
02/01/2026,13:16:00,2.891,0.275,238.94,12.03,0,0,12.24,35.95
02/01/2026,13:17:00,1.052,0.057,239.36,4.46,0,0,5.02,12.52
02/01/2026,13:18:00,3.997,0.534,242.71,16.51,0.47,5.91,4.02,56.23
02/01/2026,13:19:00,3.473,0.389,237.69,14.64,0,7.34,7.97,42.57
02/01/2026,13:20:00,0.615,0.07,241.21,2.94,0,0,2.58,7.67
02/01/2026,13:21:00,4.753,0.661,241.53,19.79,0,0,5.89,73.32
02/01/2026,13:22:00,0.97,0.178,240.73,4.42,0,0,0.14,16.03
02/01/2026,13:23:00,1.108,0.192,246.89,4.48,0,0,10.43,8.04
02/01/2026,13:24:00,0.101,0.024,237.59,0.42,6.81,2.53,37.39,0
02/01/2026,13:25:00,0.751,0.115,244.61,2.97,0,0,18.57,0
02/01/2026,13:26:00,1.229,0.178,241.42,5.15,0.63,0,2.68,17.18
02/01/2026,13:27:00,1.838,0.17,242.73,7.51,0,0,4.54,26.09
02/01/2026,13:28:00,0.406,0.082,241.02,1.59,0,0,1.62,5.15
02/01/2026,13:29:00,0.647,0.051,245.63,2.25,0,0,2.17,8.62
02/01/2026,13:30:00,4.831,0.716,239.04,20.5,0,20.2,3.67,56.65
02/01/2026,13:31:00,3.296,0.443,241.49,13.57,0,0,8.25,46.69
02/01/2026,13:32:00,3.78,0.687,243.92,15.79,0,0,0.11,62.9
02/01/2026,13:33:00,1.329,0.31,238.32,5.56,0,0,3,19.14
02/01/2026,13:34:00,1.885,0.451,243,7.89,2.05,1.96,4.88,22.53
02/01/2026,13:35:00,2.365,0.198,239.94,9.87,0,0,1.45,37.97
02/01/2026,13:36:00,4.778,0.489,236.3,20.3,1.4,0,0.49,77.75
02/01/2026,13:37:00,0.21,0.045,235.65,0.69,0,0,4.65,0
02/01/2026,13:38:00,0.833,0.128,239.73,3.71,0.39,0,6.09,7.4
02/01/2026,13:39:00,1.74,0.245,242.97,7.09,0,0,6.15,22.85
02/01/2026,13:40:00,1.515,0.291,233.76,6.66,0,0,2.65,22.6
02/01/2026,13:41:00,0.638,0.109,240.6,2.36,7.77,0,1.63,1.23
02/01/2026,13:42:00,2.199,0.537,242.68,8.91,0,0,1.49,35.16
02/01/2026,13:43:00,0.868,0.145,236.17,3.75,0,6.23,0.25,7.98
02/01/2026,13:44:00,1.417,0.203,238.1,5.92,0,0,1.23,22.39
02/01/2026,13:45:00,2.119,0.336,241.72,8.86,0,0,10.24,25.07
02/01/2026,13:46:00,0.911,0.193,242.55,3.8,3.68,0,0.02,11.47
02/01/2026,13:47:00,2.702,0.466,244.81,11.4,8.16,0,0.27,36.59
02/01/2026,13:48:00,3.107,0.557,238.24,13.15,1.55,0,0.82,49.42
02/01/2026,13:49:00,0.665,0.162,237.55,2.71,0.36,0,3.27,7.45
02/01/2026,13:50:00,0.862,0.15,244.96,3.44,0,0,2.44,11.92
02/01/2026,13:51:00,0.484,0.061,237.74,2.28,0,0,1.17,6.89
02/01/2026,13:52:00,1.388,0.261,241.52,5.44,11.49,2.97,0.71,7.98
02/01/2026,13:53:00,1.837,0.334,246.55,7.56,0,0.54,16.77,13.31
02/01/2026,13:54:00,1.001,0.053,242.26,3.91,0,0,14.53,2.15
02/01/2026,13:55:00,1.793,0.257,242.35,7.62,0,1.62,8.87,19.39
02/01/2026,13:56:00,0.838,0.166,243.83,3.35,1.89,0,1.74,10.34
02/01/2026,13:57:00,0.867,0.13,241.57,3.69,0,0,2.35,12.1
02/01/2026,13:58:00,1.92,0.395,242.36,7.93,1.25,0,6.58,24.16
02/01/2026,13:59:00,0.926,0.13,238.97,3.6,0,18.04,2.07,0
02/01/2026,14:00:00,1.32,0.326,243.48,5.55,0,0,4.54,17.46
02/01/2026,14:01:00,1.978,0.215,241.24,8.06,4.78,0,6.32,21.86
02/01/2026,14:02:00,1.77,0.121,235.57,7.67,22.56,0,4.39,2.55
02/01/2026,14:03:00,0.851,0.116,240.73,3.33,0,0,3.2,10.98
02/01/2026,14:04:00,3.358,0.532,233.49,14.43,0,0,2.57,53.41
02/01/2026,14:05:00,2.278,0.273,242.14,9.42,0,0,9.02,28.95
02/01/2026,14:06:00,1.74,0.171,239.3,7.15,10.61,0,8.06,10.34
02/01/2026,14:07:00,0.409,0.075,245.72,1.94,0,0,7.15,0
02/01/2026,14:08:00,1.548,0.194,241.47,6.42,0,0,2.82,22.99
02/01/2026,14:09:00,0.735,0.13,242.77,2.94,0.77,0,8.97,2.51
02/01/2026,14:10:00,2.143,0.441,236.85,9.11,0,0,18.98,16.74
02/01/2026,14:11:00,1.093,0.221,242.05,4.23,0,0,7.01,11.21
02/01/2026,14:12:00,0.812,0.102,238.08,3.9,0.35,0,3.14,10.04
02/01/2026,14:13:00,2.71,0.443,243.27,10.92,2.86,0,9.55,32.75
02/01/2026,14:14:00,0.108,0.015,236.64,0.57,2.48,0,5.64,0
02/01/2026,14:15:00,1.46,0.327,240.33,6.09,0,0.71,12.61,11.01
02/01/2026,14:16:00,2.256,0.509,236.53,9.77,0.72,0,7.49,29.38
02/01/2026,14:17:00,5.449,0.647,240.38,22.7,11.34,0,8.82,70.65
02/01/2026,14:18:00,0.864,0.059,246.07,3.38,0,0.44,6.61,7.36
02/01/2026,14:19:00,1.864,0.156,242.16,7.33,0,0,0.58,30.49
02/01/2026,14:20:00,0.122,0.015,239.9,0.2,0,0,3.98,0
02/01/2026,14:21:00,1.393,0.227,232.61,5.94,15.27,0.66,0.35,6.94
02/01/2026,14:22:00,3.55,0.644,238.39,15.17,0.45,0,3.56,55.17
02/01/2026,14:23:00,5.488,0.638,241.42,22.4,8.46,0,7.56,75.44
02/01/2026,14:24:00,2.018,0.37,238.47,8.83,0,0,3.28,30.34
02/01/2026,14:25:00,0.191,0.045,244.28,1,0,0,0.01,3.18
02/01/2026,14:26:00,3.995,0.721,240.21,16.36,0,0,2.77,63.81
02/01/2026,14:27:00,0.194,0.016,243.24,0.58,5.66,0,0.42,0
02/01/2026,14:28:00,0.36,0.06,240.61,1.3,0,0,9.1,0
02/01/2026,14:29:00,4.255,0.674,239.17,17.85,0,1.3,9.19,60.42
02/01/2026,14:30:00,1.301,0.292,238.59,5.44,0,0,9.85,11.83
02/01/2026,14:31:00,0.766,0.092,236.96,3.21,0,9.55,0.18,3.03
02/01/2026,14:32:00,2.515,0.338,243.29,10.24,0,0,0.2,41.72
02/01/2026,14:33:00,1.624,0.276,238.72,6.84,0.72,0,14.03,12.31
02/01/2026,14:34:00,3.308,0.512,241.57,13.86,0,11.45,0.79,42.88
02/01/2026,14:35:00,1.691,0.328,238.42,7.07,0,0,6.65,21.53
02/01/2026,14:36:00,1.726,0.1,236.75,7.16,0,0,9.52,19.24
02/01/2026,14:37:00,3.217,0.523,241.67,13.51,0,0,3.56,50.05
02/01/2026,14:38:00,1.284,0.095,237.76,5.36,1.08,0,4.74,15.58
02/01/2026,14:39:00,0.536,0.061,238.8,2.35,0,0,1.55,7.38
02/01/2026,14:40:00,2.633,0.48,236.25,11.13,0,0,15.43,28.46
02/01/2026,14:41:00,1.055,0.086,238.52,4.64,3.8,1.39,2.16,10.24
02/01/2026,14:42:00,1.812,0.203,240.07,7.79,0,0,1.47,28.72
02/01/2026,14:43:00,0.079,0.015,239.14,0.57,0.96,0,4.47,0
02/01/2026,14:44:00,1.236,0.223,242.45,4.99,0,0,1.27,19.33
02/01/2026,14:45:00,0.825,0.056,240.44,3.32,0,0,6.96,6.79
02/01/2026,14:46:00,0.074,0.012,249.26,0.47,0,4.46,4.34,0
02/01/2026,14:47:00,1.273,0.101,241.27,5.26,0,8.82,0.96,11.43
02/01/2026,14:48:00,1.314,0.132,234.79,5.59,10.65,0,0.42,10.82
02/01/2026,14:49:00,1.927,0.273,239.36,7.91,2.78,0,0.88,28.45
02/01/2026,14:50:00,3.505,0.252,239.62,14.91,0,0.21,0.88,57.32
02/01/2026,14:51:00,3.078,0.766,238.16,13.13,0,0,2.25,49.05
02/01/2026,14:52:00,0.887,0.074,240.22,3.67,0.17,0,10.75,3.86
02/01/2026,14:53:00,1.655,0.341,238.07,6.82,0,0,0.35,27.22
02/01/2026,14:54:00,2.168,0.468,241,8.86,0,0.91,0.82,34.4
02/01/2026,14:55:00,0.913,0.227,234.27,3.92,0,0,2.16,13.05
02/01/2026,14:56:00,0.223,0.03,243.43,0.99,0,0,4.84,0
02/01/2026,14:57:00,1.147,0.258,235.27,4.7,0,0,8.64,10.48
02/01/2026,14:58:00,3.619,0.874,239.21,14.88,0,0,15.24,45.07
02/01/2026,14:59:00,0.207,0.017,237.8,0.89,0,2.47,3.19,0
02/01/2026,15:00:00,0.472,0.069,240.92,2.13,5.11,0,0.67,2.09
02/01/2026,15:01:00,0.604,0.037,239.45,2.54,0,0,1.44,8.62
02/01/2026,15:02:00,0.479,0.083,240.75,1.94,0,0,2.03,5.95
02/01/2026,15:03:00,2.524,0.42,243.33,10.15,0,0,9.25,32.81
02/01/2026,15:04:00,0.732,0.066,242.31,2.89,1.11,0,6.96,4.12
02/01/2026,15:05:00,2.579,0.541,240.11,10.92,0,0,1.41,41.58
02/01/2026,15:06:00,1.458,0.084,241.38,5.79,0,0,10.95,13.36
02/01/2026,15:07:00,0.137,0.029,245.88,0.91,2.92,0,11.76,0
02/01/2026,15:08:00,0.934,0.052,242.41,3.87,0,1.29,12.84,1.43
02/01/2026,15:09:00,3.15,0.571,239.12,12.86,0,3.21,1.93,47.37
02/01/2026,15:10:00,1.61,0.106,243.83,6.7,1.44,0,0.86,24.53
02/01/2026,15:11:00,1.008,0.101,241.17,4.27,0,0,0.66,16.13
02/01/2026,15:12:00,3.652,0.71,237.11,15.31,0,0,3.07,57.8
02/01/2026,15:13:00,0.417,0.044,239.46,1.93,0,0,3.37,3.58
02/01/2026,15:14:00,0.761,0.116,235.58,3.11,1.18,0,12.16,0
02/01/2026,15:15:00,2.922,0.681,233.14,12.66,0,0,1.87,46.82
02/01/2026,15:16:00,2.482,0.149,237.15,10.46,5.48,1.14,5.92,28.83
02/01/2026,15:17:00,0.374,0.079,240.37,1.5,0.38,0,9.31,0
02/01/2026,15:18:00,2.107,0.133,240.38,9.03,0,4.19,1.88,29.05
02/01/2026,15:19:00,0.719,0.054,235.77,3.25,13.34,0,1.86,0
02/01/2026,15:20:00,0.067,0.005,232.86,0.2,0,0,6.64,0
02/01/2026,15:21:00,1.028,0.256,244.41,4.28,0,0,7.77,9.36
02/01/2026,15:22:00,5.748,0.495,240.29,24.3,0,0,19.28,76.52
02/01/2026,15:23:00,3.193,0.732,244.67,13.33,0,0.35,11.38,41.5
02/01/2026,15:24:00,1.339,0.332,244.5,5.3,0,5.18,10.36,6.79
02/01/2026,15:25:00,0.188,0.024,242.2,1.09,0,7.43,7.07,0
02/01/2026,15:26:00,0.072,0.013,240.18,0.49,0,0,0.76,0.44
02/01/2026,15:27:00,1.462,0.301,238.81,5.91,0,0,9.94,14.43
02/01/2026,15:28:00,1.992,0.256,242.16,8.27,7.3,0,16.43,9.47
02/01/2026,15:29:00,2.548,0.21,239.52,10.73,0,0.31,2.97,39.18
02/01/2026,15:30:00,2.315,0.317,238.23,9.5,4.64,0,2.26,31.68
02/01/2026,15:31:00,2.48,0.507,233.71,10.75,13.23,0,4.43,23.66
02/01/2026,15:32:00,1.79,0.369,239.75,7.95,0,0,18.8,11.03
02/01/2026,15:33:00,3.591,0.345,243.29,15.04,0,2.59,0.31,56.96
02/01/2026,15:34:00,0.823,0.07,243.78,3.41,0,0,7.4,6.32
02/01/2026,15:35:00,1.442,0.338,240.16,5.95,8.45,0,10.11,5.47
02/01/2026,15:36:00,0.138,0.008,237.33,0.65,0,0,9.33,0
02/01/2026,15:37:00,0.805,0.159,242.71,3.12,0,0.11,5.02,8.28
02/01/2026,15:38:00,3.125,0.185,239.95,12.93,0,0,15.2,36.89
02/01/2026,15:39:00,2.415,0.526,238.9,9.72,0,0,0.87,39.39
02/01/2026,15:40:00,0.027,0.006,235.63,0.2,0,0,1.69,0
02/01/2026,15:41:00,6.065,0.664,246.31,24.56,0,4.15,2.2,94.74
02/01/2026,15:42:00,1.614,0.105,242.22,6.79,0,3.92,0.05,22.92
02/01/2026,15:43:00,1.641,0.24,242.54,6.79,11.6,5.88,2.78,7.09
02/01/2026,15:44:00,0.751,0.082,237.41,2.96,34.97,0,1.05,0
02/01/2026,15:45:00,0.939,0.125,240.24,3.95,0,0,7.74,7.91
02/01/2026,15:46:00,1.598,0.292,239.76,6.52,1.47,2.93,3.22,19.01
02/01/2026,15:47:00,2.304,0.212,242.35,9.84,1.02,2.31,7.31,27.76
02/01/2026,15:48:00,1.864,0.226,244.08,7.47,0,0,2.09,28.98
02/01/2026,15:49:00,0.817,0.169,235.7,3.37,0,0,0.85,12.76
02/01/2026,15:50:00,0.527,0.094,236.78,2.02,3.2,0,0.85,4.74
02/01/2026,15:51:00,0.485,0.056,241.94,1.79,0,0,1.36,6.72
02/01/2026,15:52:00,3.318,0.607,238.48,13.92,0.92,0,0.73,53.65
02/01/2026,15:53:00,3.012,0.612,242.44,12.17,0,0,1.49,48.71
02/01/2026,15:54:00,2.131,0.359,238.88,8.88,0,0,5.19,30.33
02/01/2026,15:55:00,3.3,0.323,236.25,14.05,0,40.21,1.78,13
02/01/2026,15:56:00,1.244,0.062,234.72,5.21,0,0,2.52,18.21
02/01/2026,15:57:00,2.81,0.592,241.45,11.2,0,0,0.33,46.5
02/01/2026,15:58:00,2.225,0.477,241.53,9.48,0,0,13.37,23.71
02/01/2026,15:59:00,2.87,0.544,242.91,11.87,0,0,0.89,46.95
02/01/2026,16:00:00,0.427,0.028,240.98,1.83,0,0,2.57,4.55
02/01/2026,16:01:00,1.768,0.295,228.73,7.68,0,0,2.86,26.6
02/01/2026,16:02:00,0.993,0.213,241.51,4.27,3.79,0,8.87,3.88
02/01/2026,16:03:00,3.739,0.478,235.63,16.06,0,1.4,3.96,56.95
02/01/2026,16:04:00,3.019,0.27,234.4,13.09,11.97,0,2.9,35.45
02/01/2026,16:05:00,1.905,0.319,234.04,8.19,1.44,0,7.14,23.17
02/01/2026,16:06:00,0.566,0.122,233.76,2.15,0,1.8,5.45,2.18
02/01/2026,16:07:00,0.128,0.008,240.84,0.61,0,0,0.49,1.64
02/01/2026,16:08:00,0.799,0.135,237.81,3.41,0.71,6.54,2.25,3.81
02/01/2026,16:09:00,2.509,0.448,235.44,10.55,3.46,0,23.07,15.3
02/01/2026,16:10:00,1.003,0.171,240.07,4.02,0,0,3.96,12.76
02/01/2026,16:11:00,2.153,0.388,236.68,9.21,8,0,3.31,24.58
02/01/2026,16:12:00,2.244,0.396,242.94,9.22,0,0,0.97,36.43
02/01/2026,16:13:00,2.48,0.189,244.35,10.07,0,0,10.96,30.37
02/01/2026,16:14:00,0.091,0.009,239.35,0.72,0,0,0.86,0.66
02/01/2026,16:15:00,0.627,0.109,244.13,2.7,0,0,0.67,9.78
02/01/2026,16:16:00,2.12,0.114,244.13,8.77,4.14,6.25,3.47,21.47
02/01/2026,16:17:00,4.374,0.774,240.25,18.45,12.38,4.38,3.44,52.7
02/01/2026,16:18:00,3.481,0.637,245.2,14.26,0,0,23.93,34.09
02/01/2026,16:19:00,1.821,0.178,238.14,7.5,0,0,0.82,29.53
02/01/2026,16:20:00,3.77,0.639,234.13,16.02,0,0,3.97,58.86
02/01/2026,16:21:00,1.809,0.284,235.34,7.83,0,0,1.35,28.79
02/01/2026,16:22:00,0.198,0.02,238,0.96,0,8.57,7.26,0
02/01/2026,16:23:00,2.445,0.349,241.6,10.21,0,0,2.98,37.77
02/01/2026,16:24:00,3.575,0.829,236.54,14.89,0,0,6.27,53.31
02/01/2026,16:25:00,5.425,0.734,237.97,22.96,0,0,2.48,87.94
02/01/2026,16:26:00,0.775,0.136,236.25,3.27,0.46,0,4.99,7.46
02/01/2026,16:27:00,0.372,0.021,238.04,1.68,2.62,2.16,3.8,0
02/01/2026,16:28:00,2.816,0.185,244.03,11.37,0,0,2.81,44.12
02/01/2026,16:29:00,2.014,0.133,241.07,8.75,0,0,4.63,28.94
02/01/2026,16:30:00,1.862,0.383,238.27,7.86,0,0,2.91,28.13
02/01/2026,16:31:00,3.81,0.457,243.66,15.55,0,0,9.84,53.67
02/01/2026,16:32:00,2.807,0.268,240.08,11.82,1.45,0,4.1,41.24
02/01/2026,16:33:00,2.178,0.434,240.4,9.23,0,0.95,14.01,21.34
02/01/2026,16:34:00,0.883,0.074,243.43,3.76,0,0,1.51,13.21
02/01/2026,16:35:00,2.627,0.261,238.97,10.8,0,0,0.71,43.08
02/01/2026,16:36:00,0.352,0.048,242.75,1.68,8.76,0,2.88,0
02/01/2026,16:37:00,1.804,0.21,242.53,7.37,0,0,1.22,28.85
02/01/2026,16:38:00,1.356,0.227,239.56,5.66,0,1.8,3,17.81
02/01/2026,16:39:00,0.183,0.022,235.81,0.34,1.66,0,1.39,0.01
02/01/2026,16:40:00,2.019,0.26,240.04,8.32,0,0,12.16,21.49
02/01/2026,16:41:00,0.777,0.173,243.41,3.1,0,0,5.03,7.91
02/01/2026,16:42:00,1.978,0.449,242.46,8.25,0,0,4.13,28.83
02/01/2026,16:43:00,0.489,0.106,245.13,1.89,3.94,1.52,9.3,0
02/01/2026,16:44:00,2.83,0.631,238.53,11.54,13.26,0,0.84,33.07
02/01/2026,16:45:00,4.894,0.802,242.34,20.24,0,0,11.67,69.89
02/01/2026,16:46:00,0.353,0.063,236.98,1.44,0,0,3.96,1.91
02/01/2026,16:47:00,0.489,0.079,240.6,1.89,0,0,0.88,7.27
02/01/2026,16:48:00,0.277,0.057,243.32,1.16,0,0,10.27,0
02/01/2026,16:49:00,1.14,0.183,242.72,4.34,0,0.95,3.71,14.35
02/01/2026,16:50:00,1.952,0.141,240.31,8.25,0,0,5.57,26.96
02/01/2026,16:51:00,2.499,0.53,239.2,10.41,0,0,13.44,28.21
02/01/2026,16:52:00,1.773,0.358,237.02,7.43,17.39,0,13.28,0
02/01/2026,16:53:00,2.437,0.522,239.32,10.37,0,0,13.4,27.22
02/01/2026,16:54:00,1.312,0.116,236.07,5.45,0,0,3.24,18.63
02/01/2026,16:55:00,0.767,0.08,238.97,3.26,0,2.65,8.31,1.83
02/01/2026,16:56:00,0.504,0.055,234.58,2.12,0,0,1.59,6.8
02/01/2026,16:57:00,1.182,0.179,236.04,5.65,0,0,10.67,9.02
02/01/2026,16:58:00,0.519,0.04,242.56,2.24,0,1.86,2.51,4.28
02/01/2026,16:59:00,1.902,0.242,242.22,7.62,17.65,0,3.74,10.31
02/01/2026,17:00:00,0.529,0.046,239.13,2.56,3.4,0,13.32,0
02/01/2026,17:01:00,0.858,0.088,240.19,3.78,0,0,9.83,4.47
02/01/2026,17:02:00,3.305,0.632,240.6,13.75,0,0,18.28,36.8
02/01/2026,17:03:00,3.554,0.785,241.38,14.64,0,0,2.71,56.53
02/01/2026,17:04:00,3.469,0.189,241.06,14.12,10.98,0,0.98,45.85
02/01/2026,17:05:00,1.332,0.217,235.99,5.73,0,0,14.48,7.73
02/01/2026,17:06:00,0.8,0.046,232.67,3.31,0,0,4.08,9.26
02/01/2026,17:07:00,2.155,0.144,236.95,8.92,11.52,0,13.21,11.18
02/01/2026,17:08:00,0.542,0.104,239.54,2.42,3.33,0,7.9,0
02/01/2026,17:09:00,2.6,0.512,242.88,11.01,4.18,1.37,12.47,25.31
02/01/2026,17:10:00,0.726,0.154,240.7,2.92,2.41,0,6.38,3.3
02/01/2026,17:11:00,1.135,0.164,241.6,4.86,0,0,10.04,8.88
02/01/2026,17:12:00,2.647,0.587,237.31,11.19,1.92,0,0.77,41.42
02/01/2026,17:13:00,0.118,0.01,239.79,0.56,0,0,20.71,0
02/01/2026,17:14:00,0.759,0.076,240.2,3,16.96,0,1.2,0
02/01/2026,17:15:00,1.937,0.149,237.73,8.1,0,0,0.15,32.13
02/01/2026,17:16:00,2.302,0.482,236.79,9.5,0,2.89,4.54,30.94
02/01/2026,17:17:00,2.002,0.192,239.32,8.12,0,0,7.47,25.91
02/01/2026,17:18:00,1.121,0.091,241.98,4.74,0,0,7.56,11.13
02/01/2026,17:19:00,2.863,0.5,237.29,11.96,0,0,2.49,45.24
02/01/2026,17:20:00,0.484,0.032,239.38,1.84,0,0,8.41,0
02/01/2026,17:21:00,0.459,0.027,244.06,1.64,0,0,11.09,0
02/01/2026,17:22:00,1.921,0.137,238.44,7.75,0,0,5.65,26.36
02/01/2026,17:23:00,0.421,0.021,240.02,1.36,0,0,2.93,4.08
02/01/2026,17:24:00,5.019,0.951,239.68,20.96,0,0,5.7,77.95
02/01/2026,17:25:00,0.783,0.127,239.44,2.74,0,0,11.89,1.16
02/01/2026,17:26:00,2.821,0.259,245.01,11.61,0.59,0,13.84,32.58
02/01/2026,17:27:00,0.335,0.032,240.92,1.48,0,2.47,0.19,2.92
02/01/2026,17:28:00,4.252,0.902,235.29,18.05,0,0.34,0.78,69.74
02/01/2026,17:29:00,1.418,0.213,244.59,5.81,0,0,0.03,23.61
02/01/2026,17:30:00,0.761,0.144,240.82,3.1,0.88,0,4.07,7.72
02/01/2026,17:31:00,1.047,0.147,238.88,4.43,0,0,3.44,14.01
02/01/2026,17:32:00,0.636,0.062,244.05,2.65,0,0,4.74,5.87
02/01/2026,17:33:00,1.132,0.276,237.66,5.02,4.18,0,6.91,7.79
02/01/2026,17:34:00,0.361,0.059,245.15,1.78,4.4,9.78,2.73,0
02/01/2026,17:35:00,0.787,0.06,240.28,3.57,1.18,0,1.4,10.53
02/01/2026,17:36:00,2.778,0.365,243.02,11.27,0,0,3.01,43.29
02/01/2026,17:37:00,1.689,0.196,249.2,6.93,7.36,10.59,0.05,10.15
02/01/2026,17:38:00,0.472,0.044,240.54,2.06,0,5.73,10.61,0
02/01/2026,17:39:00,1.17,0.277,239.71,4.75,6.67,0,2.9,9.92
02/01/2026,17:40:00,3.586,0.811,236.8,14.97,4.29,0,5.85,49.62
02/01/2026,17:41:00,0.885,0.079,239.64,3.62,5.59,0,2.36,6.8
02/01/2026,17:42:00,0.415,0.05,236.89,1.54,0,0,5.72,1.19
02/01/2026,17:43:00,2.233,0.452,239.44,9.05,1.29,0,4.66,31.27
02/01/2026,17:44:00,0.05,0.005,248.68,0.3,0,0,1.4,0
02/01/2026,17:45:00,1.07,0.18,240.36,4.46,0,0,5.89,11.95
02/01/2026,17:46:00,3.829,0.727,238.34,16.07,0,3.02,0.7,60.1
02/01/2026,17:47:00,1.138,0.206,239.37,4.94,0,0,3.94,15.04
02/01/2026,17:48:00,3.001,0.574,238.76,12.53,0,0,7.64,42.37
02/01/2026,17:49:00,0.408,0.078,243.15,1.84,0,0,4.78,2.02
02/01/2026,17:50:00,1.096,0.266,239.73,4.43,0,4.14,8.23,5.9
02/01/2026,17:51:00,0.999,0.119,244.83,3.93,0,0,1.91,14.73
02/01/2026,17:52:00,2.135,0.482,239.05,8.93,13.85,0,0.3,21.43
02/01/2026,17:53:00,1.49,0.081,239.25,6.65,1.7,0,0.35,22.78
02/01/2026,17:54:00,4.224,0.455,237.31,18.06,0,4.2,1.88,64.32
02/01/2026,17:55:00,0.835,0.05,238.85,3.72,0.44,0,3.14,10.34
